"","NUMBER","ACC","PAGE","Author","Year","Title","DOI","Location","Biome","Landscape","Lower_diversity_guild","Higher_diversity_guilds","Plant species family","Plant species","Pollinator variable measure","Reproductive succes measure","Response","Nc visits","Nt visits","Escala_visitas","Nc sp. Poll","Nt sp. Poll","Obs/Exp","N","Escala N","N control","N treat","Measure used","Value","df","valueC","valueT","Unidad","seC","seT","Visitas C","Visitas T","Unidad de tiempo de visitas","Country","Obs","Tiempo muestreo","Genus"
"543","3004",143,1,"Ramsey, M.",1988,"DIFFERENCES IN POLLINATOR EFFECTIVENESS OF BIRDS AND INSECTS VISITING BANKSIA-MENZIESII (PROTEACEAE)","10.1007/bf00379609","Perth","Mediterranean Forests, Woodlands & Scrub","Forest","Vertebrate Diurnal flying exclusion","all visitors","Proteaceae","Banksia menziesii","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",30,"inflorescence",15,15,NA,NA,"28","5.3","1.2",NA,"0.7","0.5",NA,NA,NA,"Australia",NA,NA,"Banksia"
"544",NA,NA,2,"Ramsey, M.",1988,"DIFFERENCES IN POLLINATOR EFFECTIVENESS OF BIRDS AND INSECTS VISITING BANKSIA-MENZIESII (PROTEACEAE)","10.1007/bf00379609","Perth","Mediterranean Forests, Woodlands & Scrub","Forest","Vertebrate Diurnal flying exclusion","all visitors","Proteaceae","Banksia menziesii","Pollinator guild diversity","fruit number","positive",NA,NA,NA,NA,NA,"Exp",30,"inflorescence",15,15,"X2","7.03","1","87","40",NA,NA,NA,NA,NA,NA,"Australia",NA,NA,"Banksia"
"545","3005",144,1,"Ramsey, M.; Vaughton, G.",1996,"Inbreeding depression and pollinator availability in a partially self-fertile perennial herb Blandfordia grandiflora (Liliaceae)","10.2307/3546340","Gibraltar Range National Park","Temperate Broadleaf & Mixed Forests",NA,"Vertebrate Diurnal flying exclusion","all visitors","Liliaceae","Blandfordia grandiflora","Pollinator guild diversity","seed set","neutral",NA,NA,NA,NA,NA,"Exp",60,"flower",30,30,NA,NA,NA,"54.8","52.7",NA,"2.8","2.4",NA,NA,NA,"Australia",NA,NA,"Blandfordia"
"546","3013",145,1,"Rao, Sujaya; Stephen, William P.",2009,"Bumble Bee Pollinators in Red Clover Seed Production","10.2135/cropsci2009.01.0003","Polk County","Temperate Grasslands, Savannas & Shrublands","Agricultural","sp1.HB","open.allvisitors","Fabaceae","Trifolium pratense","Pollinator species richness","seed set","neutral",NA,NA,NA,NA,NA,"Exp",60,"seed head",30,30,NA,NA,NA,"87","80",NA,"2","2",NA,NA,NA,"USA",NA,NA,"Trifolium"
"547",NA,NA,2,"Rao, Sujaya; Stephen, William P.",2009,"Bumble Bee Pollinators in Red Clover Seed Production","10.2135/cropsci2009.01.0003","Polk County","Temperate Grasslands, Savannas & Shrublands","Agricultural","sp1","open.allvisitors","Fabaceae","Trifolium pratense","Pollinator species richness","seed set","neutral",NA,NA,NA,NA,NA,"Exp",60,"seed head",30,30,NA,NA,NA,"87","88",NA,"2","1",NA,NA,NA,"USA",NA,NA,"Trifolium"
"548","3024",146,1,"Ratsirarson, J.",1995,"POLLINATION ECOLOGY OF ALOE-DIVARICATA, BERGER (LILIACEAE) - AN ENDEMIC PLANT-SPECIES OF SOUTH-WEST MADAGASCAR","10.1016/s0254-6299(15)30531-7","Bezà Mahafaly","Deserts & Xeric Shrublands","Forest","Vertebrate Diurnal flying exclusion","all visitors","Liliaceae","Aloe divaricata","Pollinator species richness","fruit set","positive",NA,NA,NA,NA,NA,"Exp",20,"inflorescence",10,10,"F","14.8","18","15.15","2.5",NA,"3.13","0.99",NA,NA,NA,"Madagascar",NA,NA,"Aloe"
"549","3026",147,1,"Ratto, Fabrizia; Simmons, Benno I.; Spake, Rebecca; Zamora-Gutierrez, Veronica; MacDonald, Michael A.; Merriman, Jennifer C.; Tremlett, Constance J.; Poppy, Guy M.; Peh, Kelvin S. H.; Dicks, Lynn V.",2018,"Global importance of vertebrate pollinators for plant reproductive success: a meta-analysis","10.1002/fee.1763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","meta-analisis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","3063",148,1,"Richards, K. W.",1995,"The alfalfa leafcutter bee, Megachile rotundata: a potential pollinator for some annual forage clovers","10.1080/00218839.1995.11100896","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium vesiculosum","Pollinator species richness","fruit number","neutral",NA,NA,NA,NA,NA,"Exp",1200,"raceme",600,600,NA,NA,NA,"78.8","70.8",NA,"8.5999999999999993E-2","8.5999999999999993E-2",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"552",NA,NA,2,"Richards, K. W.",1995,"The alfalfa leafcutter bee, Megachile rotundata: a potential pollinator for some annual forage clovers","10.1080/00218839.1995.11100896","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium alexandrinum","Pollinator species richness","fruit number","neutral",NA,NA,NA,NA,NA,"Exp",1200,"raceme",600,600,NA,NA,NA,"43","40.4",NA,"0.03","0.03",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"553",NA,NA,3,"Richards, K. W.",1995,"The alfalfa leafcutter bee, Megachile rotundata: a potential pollinator for some annual forage clovers","10.1080/00218839.1995.11100896","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium incarnatum","Pollinator species richness","fruit number","positive",NA,NA,NA,NA,NA,"Exp",1200,"raceme",600,600,NA,NA,NA,"49.1","31.8",NA,"0.03","7.0000000000000007E-2",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"554",NA,NA,4,"Richards, K. W.",1995,"The alfalfa leafcutter bee, Megachile rotundata: a potential pollinator for some annual forage clovers","10.1080/00218839.1995.11100896","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium resupinatum","Pollinator species richness","fruit number","neutral",NA,NA,NA,NA,NA,"Exp",1200,"raceme",600,600,NA,NA,NA,"18.399999999999999","16.2",NA,"0.02","0.02",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"555",NA,NA,5,"Richards, K. W.",1995,"The alfalfa leafcutter bee, Megachile rotundata: a potential pollinator for some annual forage clovers","10.1080/00218839.1995.11100896","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium vesiculosum","Pollinator species richness","seed set","neutral",NA,NA,NA,NA,NA,"Exp",1200,"raceme",600,600,NA,NA,NA,"191.4","181",NA,"0.2","0.2",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"556",NA,NA,6,"Richards, K. W.",1995,"The alfalfa leafcutter bee, Megachile rotundata: a potential pollinator for some annual forage clovers","10.1080/00218839.1995.11100896","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium alexandrinum","Pollinator species richness","seed set","neutral",NA,NA,NA,NA,NA,"Exp",1200,"raceme",600,600,NA,NA,NA,"43","40.4",NA,"0.03","0.03",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"557",NA,NA,7,"Richards, K. W.",1995,"The alfalfa leafcutter bee, Megachile rotundata: a potential pollinator for some annual forage clovers","10.1080/00218839.1995.11100896","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium incarnatum","Pollinator species richness","seed set","positive",NA,NA,NA,NA,NA,"Exp",1200,"raceme",600,600,NA,NA,NA,"48.6","32",NA,"0.13","0.03",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"558",NA,NA,8,"Richards, K. W.",1995,"The alfalfa leafcutter bee, Megachile rotundata: a potential pollinator for some annual forage clovers","10.1080/00218839.1995.11100896","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium resupinatum","Pollinator species richness","seed set","neutral",NA,NA,NA,NA,NA,"Exp",1200,"raceme",600,600,NA,NA,NA,"19.3","17.2",NA,"0.02","0.02",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"559","3064",149,1,"Richards, Ken W.",2016,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate perennial clovers","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium hybridum","Pollinator species richness","fruit number","neutral",NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"21.9","19.399999999999999",NA,"0.32","0.26",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"560",NA,NA,2,"Richards, Ken W.",2016,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate perennial clovers","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium hybridum","Pollinator species richness","fruit number","positive",NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"52.1","40.6",NA,"0.51","0.44",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"561",NA,NA,3,"Richards, Ken W.",2016,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate perennial clovers","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium hybridum","Pollinator species richness","fruit number","positive",NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"39.4","41.5",NA,"0.41","0.35",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"562",NA,NA,4,"Richards, Ken W.",2016,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate perennial clovers","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium pratense","Pollinator species richness","fruit number","positive",NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"53.6","26.4",NA,"1.1399999999999999","0.8",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"563",NA,NA,5,"Richards, Ken W.",2016,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate perennial clovers","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium pratense","Pollinator species richness","fruit number","positive",NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"96.3","45.4",NA,"2.06","1.02",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"564",NA,NA,6,"Richards, Ken W.",2016,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate perennial clovers","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium pratense","Pollinator species richness","fruit number","positive",NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"66.099999999999994","35.4",NA,"1.5","1.1399999999999999",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"565",NA,NA,7,"Richards, Ken W.",2016,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate perennial clovers","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium repens","Pollinator species richness","fruit number","neutral",NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"57.5","57.9",NA,"1.1100000000000001","0.8",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"566",NA,NA,8,"Richards, Ken W.",2016,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate perennial clovers","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium repens","Pollinator species richness","fruit number","neutral",NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"38.5","39.700000000000003",NA,"0.85","0.95",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"567",NA,NA,9,"Richards, Ken W.",2016,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate perennial clovers","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium repens","Pollinator species richness","fruit number","neutral",NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"45.3","42.3",NA,"0.77","0.72",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"568",NA,NA,10,"Richards, Ken W.",2016,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate perennial clovers","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium hybridum","Pollinator species richness","seed set","positive",NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"44.9","36.9","%","0.4","0.35",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"569",NA,NA,11,"Richards, Ken W.",2016,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate perennial clovers","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium hybridum","Pollinator species richness","seed set","positive",NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"83.9","67.5","%","0.71","0.63",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"570",NA,NA,12,"Richards, Ken W.",2016,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate perennial clovers","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium hybridum","Pollinator species richness","seed set","neutral",NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"61.9","61.8","%","0.5","0.43",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"571",NA,NA,13,"Richards, Ken W.",2016,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate perennial clovers","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium pratense","Pollinator species richness","seed set","positive",NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"54.9","30.5","%","0.32","0.2",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"572",NA,NA,14,"Richards, Ken W.",2016,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate perennial clovers","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium pratense","Pollinator species richness","seed set","positive",NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"77.099999999999994","35.200000000000003","%","0.41","0.52",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"573",NA,NA,15,"Richards, Ken W.",2016,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate perennial clovers","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium pratense","Pollinator species richness","seed set","positive",NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"50.7","27.8","%","0.72","0.32",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"574",NA,NA,16,"Richards, Ken W.",2016,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate perennial clovers","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium repens","Pollinator species richness","seed set","neutral",NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"47.2","43.8","%","0.13","0.15",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"575",NA,NA,17,"Richards, Ken W.",2016,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate perennial clovers","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium repens","Pollinator species richness","seed set","neutral",NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"40.700000000000003","39.799999999999997","%","0.19","0.17",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"576",NA,NA,18,"Richards, Ken W.",2016,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate perennial clovers","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium repens","Pollinator species richness","seed set","neutral",NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"46.9","40.4","%","0.2","0.17",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"577",NA,NA,19,"Richards, Ken W.",2016,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate perennial clovers","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium medium","Pollinator species richness","seed set","positive",NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"15.1","11.6","%","0.02","0.02",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"578",NA,NA,20,"Richards, Ken W.",2016,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate perennial clovers","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium medium","Pollinator species richness","seed set","positive",NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"15.6","13.7","%","0.04","0.03",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"579",NA,NA,21,"Richards, Ken W.",2016,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate perennial clovers","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Trifolium medium","Pollinator species richness","seed set","positive",NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"18.600000000000001","17.600000000000001","%","4.4999999999999998E-2","0.04",NA,NA,NA,"Canada",NA,NA,"Trifolium"
"580",NA,NA,1,"Richards, Ken W.",2019,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate four perennial legumes","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Onobrychis viciifolia","Pollinator species richness","fruit number",NA,NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"14.9","7",NA,"0.57999999999999996","0.46",NA,NA,NA,"Canada",NA,NA,"Onobrychis"
"581",NA,NA,2,"Richards, Ken W.",2019,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate four perennial legumes","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Onobrychis viciifolia","Pollinator species richness","fruit number",NA,NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"31.1","28.4",NA,"0.54","0.48",NA,NA,NA,"Canada",NA,NA,"Onobrychis"
"582",NA,NA,3,"Richards, Ken W.",2019,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate four perennial legumes","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Onobrychis viciifolia","Pollinator species richness","fruit number",NA,NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"34.9","32.299999999999997",NA,"0.52","0.47",NA,NA,NA,"Canada",NA,NA,"Onobrychis"
"583",NA,NA,4,"Richards, Ken W.",2019,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate four perennial legumes","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Onobrychis viciifolia","Pollinator species richness","seed set",NA,NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"27.9","12.1","%","0.19","0.14000000000000001",NA,NA,NA,"Canada",NA,NA,"Onobrychis"
"584",NA,NA,5,"Richards, Ken W.",2019,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate four perennial legumes","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Onobrychis viciifolia","Pollinator species richness","seed set",NA,NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"53.4","49.5","%","0.22","0.2",NA,NA,NA,"Canada",NA,NA,"Onobrychis"
"585",NA,NA,6,"Richards, Ken W.",2019,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate four perennial legumes","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Onobrychis viciifolia","Pollinator species richness","seed set",NA,NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"58.6","58.1","%","0.23","0.22",NA,NA,NA,"Canada",NA,NA,"Onobrychis"
"586",NA,NA,7,"Richards, Ken W.",2019,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate four perennial legumes","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Astragalus cicer","Pollinator species richness","fruit number",NA,NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"13.9","7.8",NA,"0.28299999999999997","0.19",NA,NA,NA,"Canada",NA,NA,"Astragalus"
"587",NA,NA,8,"Richards, Ken W.",2019,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate four perennial legumes","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Astragalus cicer","Pollinator species richness","fruit number",NA,NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"19.7","16.3",NA,"0.3","0.24",NA,NA,NA,"Canada",NA,NA,"Astragalus"
"588",NA,NA,9,"Richards, Ken W.",2019,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate four perennial legumes","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Astragalus cicer","Pollinator species richness","fruit number",NA,NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"23.4","16.5",NA,"0.28299999999999997","0.23",NA,NA,NA,"Canada",NA,NA,"Astragalus"
"589",NA,NA,10,"Richards, Ken W.",2019,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate four perennial legumes","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Astragalus cicer","Pollinator species richness","seed set",NA,NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"5.6","2.9",NA,"0.19","0.15",NA,NA,NA,"Canada",NA,NA,"Astragalus"
"590",NA,NA,11,"Richards, Ken W.",2019,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate four perennial legumes","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Astragalus cicer","Pollinator species richness","seed set",NA,NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"5.0999999999999996","3.1",NA,"0.16","0.12",NA,NA,NA,"Canada",NA,NA,"Astragalus"
"591",NA,NA,12,"Richards, Ken W.",2019,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate four perennial legumes","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Astragalus cicer","Pollinator species richness","seed set",NA,NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"5.5","3.3",NA,"0.15","0.11",NA,NA,NA,"Canada",NA,NA,"Astragalus"
"592",NA,NA,13,"Richards, Ken W.",2019,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate four perennial legumes","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Lotus corniculatus","Pollinator species richness","fruit number",NA,NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"4.4000000000000004","3.7",NA,"0.08","4.4999999999999998E-2",NA,NA,NA,"Canada",NA,NA,"Lotus"
"593",NA,NA,14,"Richards, Ken W.",2019,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate four perennial legumes","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Lotus corniculatus","Pollinator species richness","fruit number",NA,NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"4.4000000000000004","4.8",NA,"7.0000000000000007E-2","7.0000000000000007E-2",NA,NA,NA,"Canada",NA,NA,"Lotus"
"594",NA,NA,15,"Richards, Ken W.",2019,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate four perennial legumes","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Lotus corniculatus","Pollinator species richness","fruit number",NA,NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"5","4.2",NA,"0.08","7.0000000000000007E-2",NA,NA,NA,"Canada",NA,NA,"Lotus"
"595",NA,NA,16,"Richards, Ken W.",2019,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate four perennial legumes","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Lotus corniculatus","Pollinator species richness","seed set",NA,NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"14.9","10.5",NA,"0.22","0.15",NA,NA,NA,"Canada",NA,NA,"Lotus"
